nombre;latitud;longitud;
TRAPICHE;-14.75676;-69.409375;
CAYLLOMA;-14.90297667;-69.46201667;
CENTRO DE SALUD COJATA;-15.0160065;-69.36384197;
COJATA;-15.01614833;-69.36378833;
I.E.S. JOSE ANTONIO ENCINAS;-14.9989263;-69.8366986;
HUATASANI;-15.0598875;-69.80285075;
I.E.S. JOSE ANTONIO ENCINAS;-14.97972886;-69.71253988;
INCHUPALLA;-15.00774667;-69.681405;
MUNAYPA;-15.07520833;-69.70940667;
C.S. CLAS PUSI;-15.44116947;-69.92827959;
DISTRITO PUSI;-15.4415937;-69.9293152;
I. E. N°70034 NUESTRA SEÑORA DE LA MERCED - COATA;-15.50479;-69.95844;
HALLA ALTOS GRANDE;-15.15293167;-69.41945667;
TICANI CARIQUITA;-15.222345;-69.58147;
HUAYLLACUYO;-15.22640167;-69.458195;
CENTRO DE SALUD ROSASPATA;-15.23310242;-69.52942845;
ROSASPATA;-15.23315667;-69.52936;
ÑAPA;-15.26496833;-69.47556833;
RAMIS;-15.27319245;-69.86780834;
PUQUIS;-15.27469789;-69.90922156;
TARACO;-15.29940903;-69.98018247;
DISTRITO TARACO;-15.2996532;-69.9787293;
JASANA POCCELIN;-15.32628043;-69.93212403;
HUANCOLLUSCO;-15.35705774;-69.95602516;
ALTO CAZADOR;-15.050625;-69.54572667;
SOLITARIO;-15.11994833;-69.55438667;
P.S. SOLITARIO;-15.11995561;-69.55440649;
HUALLATIRI;-15.12062;-69.7105;
YAPUTIRA;-15.12913667;-69.47654833;
SAN JUAN QUISHUARANI;-15.1539;-69.61931;
P.S. TIQUI TIQUI;-15.18899212;-69.58754786;
TIQUI TIQUI;-15.18910167;-69.58776667;
SISINAHUYO;-15.20496667;-69.62752333;
TAMBO CATAHUI SOLITARIO;-15.21065555;-69.69979831;
VILQUECHICO;-15.21469;-69.684125;
C.S. VILQUECHICO;-15.21489699;-69.69081828;
SICTA;-15.23644667;-69.64348333;
RIVERA COYLATA;-15.263265;-70.483345;
QUELLOQUELLO;-15.27956;-70.34179167;
P.S. RIVERA COYLATA;-15.27993535;-70.45575187;
PS. QUELLOQUELLO;-15.29845509;-70.34089968;
ANTONIO BARRIONUEVO (LAMPA);-15.36209971;-70.36606761;
I.E.P. Simon Bolivar Palacios 871;-15.3634;-70.3636;
P.S. CHAÑOCAHUA;-15.3636353;-70.3667592;
HOSPITAL I LAMPA - ESSALUD - RED ASISTENCIAL JULIACA;-15.36421167;-70.36700167;
CHAÑOCAHUA;-15.43152167;-70.29427167;
HUAYTA CENTRAL;-15.45287333;-70.409295;
P.S. HUAYTA TUPAC AMARU;-15.46165163;-70.39128229;
PS. HUAYTA CENTRAL;-15.47265369;-70.43926165;
P.S. NESTOR CACERES;-15.48326931;-70.36561297;
HUAYTA TUPAC AMARU;-15.490865;-70.39591167;
NESTOR CACERES;-15.53832833;-70.36094167;
QUINSACHATA;-15.58053167;-70.297795;
PS. QUINSACHATA;-15.60660299;-70.35685824;
CABANILLA;-15.61996833;-70.34671833;
Institucion de Educacion Primaria Nro 70431 San Martin de Porres Cabanilla;-15.6215541;-70.3456029;
DISTRITO CALAPUJA;-15.3137962;-70.2189972;
CALAPUJA;-15.31400571;-70.21956852;
LARO;-15.16764399;-70.27794679;
DISTRITO NICASIO;-15.2360359;-70.2579255;
NICASIO;-15.23610178;-70.25821908;
OCUVIRI;-15.11557833;-70.90327667;
P.S. OCUVIRI 00003151;-15.11575848;-70.9032982;
VILCAMARCA;-15.16514667;-70.776425;
PARINA;-15.268285;-70.90643333;
PALCA;-15.23522495;-70.59828667;
C.S. PALCA;-15.3272199;-70.5740886;
P.S. CHILAHUITO;-15.39717171;-70.71430316;
PARATIA;-15.45281;-70.60107167;
C.S. PARATIA;-15.453772;-70.5999228;
CHILAHUITO;-15.49736;-70.67739;
P.S. ANGARA ALTO 6703;-14.97188452;-70.47926383;
ANGARA ALTO;-14.97454152;-70.47917762;
TUNI GRANDE;-14.98413044;-70.40745812;
P.S. TUNI GRANDE 3155;-14.98424271;-70.40732474;
PUCARA;-15.04707671;-70.36685257;
C.S. PUCARA 00003152;-15.0472151;-70.36696549;
CHIJNAYA;-15.04755132;-70.40926926;
P.S. CHIJNAYA 3154;-15.04760223;-70.40926266;
COLQUE;-15.14921043;-70.44188822;
P.S. COLQUE 3153;-15.14921722;-70.44197026;
PINAYA;-15.58269833;-70.91827333;
P.S. PINAYA;-15.58980852;-70.91331329;
SANTA LUCIA;-15.69343667;-70.6095;
C.S.SANTA LUCIA;-15.6993747;-70.6062699;
LAGUNILLAS;-15.74743667;-70.76758333;
PS. LAGUNILLAS;-15.7474367;-70.7675833;
VILAVILA;-15.18872329;-70.65884969;
P.S. VILAVILA;-15.18874783;-70.65881326;
CHIVAY;-15.20975332;-70.74077838;
SERENAZGO SEGURIDAD CIUDADANA;-14.8722618;-70.5959077;
CONO NORTE;-14.87383562;-70.5958547;
HOSPITAL SAN JUAN DE DIOS AYAVIRI 3156;-14.87422781;-70.5951049;
"I.E.P. N° 70480 ""NIÑO JESUS DE PRAGA"" AYAVIRI";-14.8795838;-70.5914362;
I.E.P. N° 70487 SAN MARTIN DE PORRES;-14.87962817;-70.598188;
CENTRO MEDICO AYAVIRI ESSALUD;-14.87970441;-70.59442539;
C.S. CONO NORTE 00003159;-14.8827057;-70.5876866;
SAN JUAN DE DIOS (AYAVIRI);-14.88279167;-70.58784331;
"I.E.P. N° 71011 ""SAN LUIS GONZAGA"" AYAVIRI";-14.8842942;-70.5889612;
CENTRO DE SALUD MENTAL COMUNITARIO ALLIN KAWSAY - AYAVIRI;-14.8842942;-70.5889612;
PUEBLO LIBRE;-14.89583965;-70.59148489;
EE.SS. CONDORMILLA BAJO;-14.92755214;-70.61063113;
CONDORMILLA ALTO;-14.95209168;-70.65422881;
SUNIMARCA;-14.96968928;-70.72035128;
CENTRO MEDICO AYAVIRI;-15.8402218;-70.0218805;
POSTA MEDICA SAN RAFAEL - ESSALUD - RED ASISTENCIAL JULIACA;-14.2677793;-70.3192354;
UME CUMANI;-14.2677793;-70.3192354;
CONSULTORIO SAN RAFAEL;-14.2677793;-70.3192354;
I.E.S. ANTAUTA;-14.29325003;-70.29396728;
ANTAUTA;-14.296465;-70.29306667;
C.S. ANTAUTA 00002962;-14.29650009;-70.29342285;
P.S. LARIMAYO;-14.49138243;-70.34607056;
LARIMAYO;-14.49349667;-70.34407167;
P.S. NINA CORANI;-14.8491814;-70.80689245;
NINA CORANI;-14.87790667;-70.82451667;
CUPI;-14.90361667;-70.86438;
P.S. CUPI 00003162;-14.90364057;-70.86452239;
LLALLI;-14.95101833;-70.88134833;
C.S. LLALLI 00003164;-14.95110131;-70.88117792;
QUISHUARA;-14.61436231;-70.89032722;
P.S. QUISHUARA;-14.61451047;-70.8900608;
SANTA CRUZ;-14.64135923;-70.86353188;
ALTO COLLANA;-14.66926969;-71.04765966;
BAJO COLLANA;-14.70295319;-70.94914968;
SELQUE;-14.71638129;-70.88144759;
HUAMANRURO;-14.73984233;-70.8011815;
TERMINAL TERRESTRE MACARI;-14.7695194;-70.9015726;
MACARI;-14.77226992;-70.90373675;
C.S. MACARI 00003166;-14.77234664;-70.90368116;
P.S. HUAYCHO;-14.23605343;-70.58751478;
HUAYCHO;-14.24368685;-70.58889404;
P.S. PUCARAPATA;-14.32829579;-70.64090147;
PUCARAPATA;-14.33004348;-70.63982969;
CANGALLI PICHACANI;-14.38348125;-70.77348105;
P.S. CANGALLI PICHACANI;-14.41643952;-70.80133707;
P.S. CHIRIUNO;-14.45429453;-70.58870458;
CHIRIUNO;-14.45436179;-70.58872025;
COLISEO MUNICIPAL DE NUÑOA;-14.45940383;-70.6496562;
NUÑOA;-14.47386931;-70.63486442;
"I.E.P. N° 70479 ""MARIA AUXILIADORA"" NUÑOA";-14.4766463;-70.63743069;
CENTRO DE SALUD NUÑOA;-14.47714378;-70.64050919;
TERMINAL TERRESTRE NUÑOA;-14.47954199;-70.63623443;
PASANACOLLO;-14.54142061;-70.51780628;
P.S. PASANACOLLO;-14.54146105;-70.51790481;
P.S. JANCHALLANI;-14.58289537;-70.61160642;
P.S. CAYARANI;-14.61182811;-70.54698626;
ICHUCAHUA;-14.59874883;-70.54737348;
JANCHALLANI;-14.60185776;-70.61351611;
P.S. ACLLAMAYO 3178;-14.61534636;-70.48277909;
ACLLAMAYO;-14.61536487;-70.48278704;
CAYARANI;-14.63012833;-70.62622;
P.S. CHOQUESANI  3181;-14.66534138;-70.4249748;
CHOQUESANI;-14.66536256;-70.42498868;
C.S. ORURILLO 00003177;-14.72103491;-70.51946732;
ORURILLO;-14.72432532;-70.51694011;
BALSAPATA;-14.73026333;-70.455405;
P.S. BALSAPATA 3179;-14.73038138;-70.45559758;
P.S. JUSTO JUEZ JATUN AYLLU 19512;-14.48522396;-70.81192529;
JUSTO JUEZ JATUN AYLLU;-14.485235;-70.81194667;
PICCHU;-14.51716796;-70.91558631;
P.S. PICCHU 3186;-14.51719703;-70.91556841;
KUNURANA ALTO;-14.53383416;-70.88829195;
P.S. KUNURANA ALTO 10029;-14.53387678;-70.88836008;
EE.SS. KUNURANA BAJO;-14.57246366;-70.87246218;
P.S. KUNURANA ALTO 10029;-14.57253689;-70.87247884;
I.E.P. Nª 70502 GENERAL PEDRO VILCAPAZA;-14.59434132;-70.85284209;
"I.E.P. N° 70478 ""NUESTRA SEÑORA DE FATIMA"" SANTA ROSA";-14.60738698;-70.78842914;
PLAZA DE ARMAS SANTA ROSA;-14.6074626;-70.78751606;
SANTA ROSA;-14.6080109;-70.79143224;
C.S. SANTA ROSA 00003184;-14.60829541;-70.79148686;
COLISEO MUNICIPAL SANTA ROSA - MELGAR;-14.61230542;-70.78734285;
IES LA SALLE;-14.61704906;-70.78732835;
I.E.S AGROPECUARIO N°108;-14.61859583;-70.79025087;
CHUQUIBAMBILLA;-14.79147333;-70.72962833;
P.S. UMACHIRI 00003188;-14.85145987;-70.74820218;
UMACHIRI;-14.851515;-70.74818;
UNION COLLANA;-14.93882797;-70.76661221;
QUELLAHUYO POMAOCA;-15.27355;-69.44506333;
JACHAJAA;-15.29109598;-69.62749511;
VILLA JACANTAYA;-15.30814833;-69.63301167;
SULLCA;-15.31143333;-69.40518833;
JACHAPARU;-15.33473;-69.62591;
UMUCHI;-15.342495;-69.56768;
OCOPAMAPA;-15.34898833;-69.3798;
I.E.S. TECNICO COMERCIAL;-15.35735666;-69.50220724;
MOHO;-15.36594333;-69.49041;
NINANTAYA;-15.44600833;-69.33207167;
CENTRO DE SALUD CONIMA;-15.45835056;-69.43814542;
CONIMA;-15.46176167;-69.437505;
SUCUNI JAPISI;-15.47313;-69.38808;
TARUCANI;-15.236925;-69.14181333;
PLATAFORMA SALON COMUNAL CHUQUEPAILLA;-15.3089357;-69.40717586;
HUAYRAPATA;-15.32393833;-69.33940833;
CUPISAYA;-15.49200667;-69.354875;
I.E.S. COMERCIAL TILALI;-15.51430853;-69.34895663;
TILALI;-15.51457667;-69.34608667;
HUAYLLAPATA;-14.903345;-69.77691333;
ANTIGUO CENTRO DE SALUD;-14.915782;-69.86614612;
PUTINA;-14.91585773;-69.8662378;
SANTA ANA TARUCANI;-16.17571333;-69.54051833;
PICOTANI;-16.20257833;-69.66091167;
LUNAR DE ORO;-14.623165;-69.45144667;
RINCONADA;-14.64193167;-69.44511;
ANANEA;-14.67765;-69.54115833;
CENTRO DE SALUD ANANEA;-14.67768957;-69.54106714;
PUESTO DE SALUD PEDRO VILCAPAZA;-15.00791353;-69.95892251;
PEDRO VILCAPAZA;-15.05544667;-69.87947;
JANANSAYA;-14.08172328;-68.93479301;
QUILCAPUNCO;-14.89093898;-69.73155537;
PUESTO DE SALUD QUILCAPUNCO;-14.89102677;-69.73161198;
COLEGIO AGROPECUARIO SECUNDARIA;-14.48996874;-69.25823036;
SINA;-14.48999;-69.258225;
UNOCOLLA;-15.43264619;-70.18573532;
RANCHO PUCACHUPA;-15.43903137;-70.23655403;
CLINICA SAN PABLO - JULIACA;-15.4663774;-70.1591366;
I.E. CESAR VALLEJO - SAN ROMAN;-15.4750439;-70.1509442;
ISLA;-15.4753026;-70.26047882;
GUADALUPE;-15.47607025;-70.10929357;
CLINICA MEDICAP SAC;-15.47721231;-70.11419057;
I.E. SAN MARTIN;-15.4775509;-70.1089949;
SANTA CATALINA;-15.47815406;-70.14710242;
"""AP CENTROS MEDICOS CUYO CUYO E.I.R.L.";-15.4791385;-70.1329288;
Centro de Salud Mental Comunitario Divino Niño Jesus;-15.47996082;-70.14428713;
JORGE CHAVEZ;-15.48032349;-70.13931455;
C.S. JORGE CHAVEZ;-15.4804849;-70.1395193;
CAP III ENRIQUE ENCINAS FRANCO;-15.480747;-70.1363679;
HOSPITAL CARLOS MONJE MEDRANO - UNIDAD MOVIL;-15.4811117;-70.120558;
HOSPITAL CARLOS MONJE MEDRANO;-15.4824607;-70.1194099;
CARLOS MONJE MEDRANO;-15.4826008;-70.11945789;
SANTA ADRIANA;-15.48412238;-70.15438435;
C.S. SANTA ADRIANA;-15.4841518;-70.1545217;
PROMEDICAS  CENTRO DE CIRUGIA AMBULATORIA Y CIRUGIA CORTA ESTANCIA;-15.4866528;-70.118969;
SANTA MARIA;-15.48702365;-70.1464084;
I.E. JOSE ANTONIO ENCINAS (JAE) - JULIACA;-15.488025;-70.123567;
I.E.S. POLITECNICO REGIONAL DE LOS ANDES - JULIACA;-15.4887625;-70.1434906;
CLINICA TRAUMATOLOGICA Y DE ESPECIALIDADES MEDICAS E.I.R.L.;-15.48900879;-70.16628113;
POLICLINICO OXIMEDIC S.A.C.;-15.48920424;-70.12268999;
EDIFICIO ACADEMICO - UNAJ;-15.4897305;-70.1516387;
I.E.P. 70542 - SANTA BARBARA - JULIACA;-15.4898917;-70.1383683;
I.E.S. SAN FRANCISCO DE BORJA - JULIACA;-15.4899731;-70.1574995;
CAMPO FERIAL - P.S. SANTA MARIA;-15.4901827;-70.1453573;
I.E.P. 70565 - MARIANO NUÑEZ - JULIACA;-15.490284;-70.1334432;
I.E. SAGRADO CORAZON DE JESUS - JULIACA;-15.4904847;-70.1321682;
REUMACENTER EIRL;-15.49079539;-70.13457306;
CENTRO MEDICO SAGRADO;-15.49100067;-70.12259074;
SERVICIOS MÉDICOS SAGRADO CORAZÓN DE JESUS E.I.R.L.;-15.4910291;-70.12259343;
CAMPO FERIAL - ESSALUD;-15.4914791;-70.1457129;
I.E.P. N° 71015 SAN JUAN BOSCO;-15.4915486;-70.1307729;
OPTICAS VISUALMIN;-15.49167888;-70.12741946;
POLICLINICO JESUS DE NAZARET E.I.R.L.;-15.4918878;-70.1253219;
CENTRO MEDICO DEL VALLE;-15.4927349;-70.1282025;
SERVICIOS MEDICOS SEÑOR DE SAN BARTOLOME E.I.R.L.;-15.4927726;-70.1275947;
INNOVALAB;-15.49285911;-70.12911924;
CIM DR. PARI;-15.49286326;-70.12910999;
CIMED IMAGENOLOGIA MEDICA DEL PERU EIRL;-15.4929694;-70.1290802;
SERVIMED SAC;-15.49304548;-70.12843005;
CENTRO MEDICO FISIOLUZ E.I.R.L.;-15.4935904;-70.1244609;
ESTADIO SAN ISIDRO - P.S. ESCURI;-15.4936288;-70.1215792;
CLINICA PERUANO BRASILERO EIRL;-15.49386716;-70.13090827;
TOP SMILE;-15.494369;-70.1334545;
I.E.P. N° 71016 MARÍA AUXILIADORA;-15.4943923;-70.1346022;
COLISEO CERRADO - JULIACA;-15.4946205;-70.1369293;
ESTADIO SAN ISIDRO - H.C.M.M.;-15.4946423;-70.1212071;
CENTRO MEDICO SEÑOR DE SAN BARTOLOME S.A.C.;-15.49468808;-70.12857086;
ODONTO IMPERIO;-15.4949333;-70.1305886;
POLICLINICO JULIACA - ESSALUD - RED ASISTENCIAL JULIACA;-15.4955005;-70.1316031;
ENFERMERIA GAC Nº 4;-15.4955688;-70.1266406;
POLICLINICO PERUANO SUIZO CONSALUD;-15.4960612;-70.1356;
CLINICA MATERNIDAD JULIACA;-15.49691775;-70.13162062;
POLICLINICO SOLIDARIO REGIONAL;-15.49711356;-70.13139107;
SERVICIOS MEDICOS ASISTENCIALES  VIDA E.I.R.L.;-15.4972583;-70.13237276;
CENTRO MEDICO JOVE ANDINA S.R.L.;-15.49748576;-70.12629219;
CLINICA AMERICANA DE JULIACA;-15.49752667;-70.132375;
COLEGIO DE APLICACION UANCV SECUNDARIO;-15.4976437;-70.1316648;
CLINICA MONTE SINAI JULIACA E.I.R.L.;-15.4977221;-70.1330005;
CLINICA SANTA MARIA E.I.R.L.;-15.49774681;-70.13208979;
LOS CHOFERES;-15.49796756;-70.14355121;
CENTRO UROLÓGICO Y ESPECIALIDADES MEDICO QUIRÚRGICO;-15.49833612;-70.13412692;
MEDGLOBAL;-15.4983371;-70.1323632;
G Y G DIAGNOSTIC;-15.49851963;-70.13194361;
I.E.S. SANTA MONICA - JULIACA;-15.4987113;-70.1546608;
CENTRO MEDICO ODONTOLOGICO AMERICANO FILIAL JULIACA;-15.49872123;-70.1338292;
CENTRO MEDICO ESPECIALIZADO CECAN;-15.499;-70.1348;
I.E.P. 70563 - LOS CHOFERES - JULIACA;-15.4994497;-70.1414518;
CONO SUR;-15.49956615;-70.12985587;
POSTA MEDICA DE SALUD PNP - JULIACA;-15.4996879;-70.129653;
CENTRO MEDICO DEL VALLE;-15.4996879;-70.129653;
ESTABLECIMIENTO PENAL JULIACA;-15.4996879;-70.129653;
SERVICIOS MEDICOS SAN MARTIN DE PORRES;-15.4996879;-70.129653;
Cristo Blanco;-15.4996879;-70.129653;
CENTRO DE HEMOTERAPIA BANCO DE SANGRE;-15.4996879;-70.129653;
CLÍNICA SAN CARLOS;-15.4996879;-70.129653;
laboratorio peruano suizo consalud;-15.4996879;-70.129653;
servicios médicos divino niño jesus E.I.R.L.;-15.4996879;-70.129653;
"LABORATORIO DE DIAGNOSTICO CLINICO ""VIRGEN DE LAS NIEVES""";-15.4996879;-70.129653;
POLICLINICO JULIACA DE VIRGEN DE COPACABANA;-15.4996879;-70.129653;
CENTRO ODONTOLOGICO  BÚLNER ALVAREZ;-15.4996879;-70.129653;
CEDIASUR PERU;-15.4996879;-70.129653;
"HOGAR PROTEGIDO ""VIRGEN DE LAS MERCEDES""";-15.4996879;-70.129653;
BIOFARMALAB;-15.4998363;-70.129655;
ENFERMERIA BING Nº 4;-15.49997221;-70.13106384;
HOSPITAL BASE III JULIACA - ESSALUD - RED ASISTENCIAL JULIACA;-15.5;-70.1333;
TERMINAL TERRESTRE COATA - JULIACA;-15.5000547;-70.1201027;
C.S. CONO SUR;-15.5002157;-70.1297401;
9 DE OCTUBRE;-15.50102712;-70.11093011;
ESTADIO GUILLERMO BRICEÑO ROSAMEDINA;-15.5024348;-70.1244126;
CENTRO MEDICO EL PORVENIR;-15.50254137;-70.12819875;
CENDIAL JULIACA;-15.5034478;-70.1212604;
SERVICIOS MÉDICOS VIRGEN DE LAS MERCEDES;-15.504093;-70.123771;
I.E. COMERCIO 32;-15.5040953;-70.1273095;
MATERNIDAD WACHAY WASI E.I.R.LTDA.;-15.5052967;-70.1243451;
I.E.P. IGNACIO MIRANDA INA;-15.5136076;-70.1248921;
I.E.S. 20 DE ENERO - JULIACA;-15.5150573;-70.1183441;
TAPARACHI;-15.516739;-70.12568175;
P.S. TAPARACHI;-15.5168205;-70.1253991;
P.S. CENTRAL ESQUEN;-15.5215709;-70.1798759;
CENTRAL ESQUEN;-15.52175813;-70.17976686;
centro de salud mental comunitario san roman juliaca;-15.53120166;-70.13198252;
COLLANA JULIACA;-15.54870249;-70.15193053;
COLLANA CABANA;-15.6102028;-70.24934809;
AYACACHI;-15.61652087;-70.19416187;
DISTRITO CABANA;-15.6494849;-70.3215901;
CABANA;-15.64963747;-70.31799579;
C.A.P. II CABANILLAS;-15.63937374;-70.34878059;
DISTRITO CABANILLAS;-15.6396991;-70.3486786;
CABANILLAS;-15.63977211;-70.34843352;
CAP II CABANILLAS;-15.6412156;-70.3494605;
HUATAQUITA;-15.67932137;-70.37849235;
TINCOPALCA;-15.85941735;-70.75359439;
CANCHI GRANDE;-15.47590325;-70.04298376;
SUCHIS;-15.55756588;-70.02043383;
CARACOTO;-15.56985245;-70.10251128;
DISTRITO CARACOTO;-15.5706467;-70.1022933;
CHINGORA;-15.37484688;-70.14833109;
VILCAPATA;-15.41957528;-70.0961408;
ESCURI;-15.46133961;-70.13329981;
MARIANO MELGAR;-15.47227834;-70.13631597;
I.E. SIMON BOLIVAR - JULIACA;-15.474431;-70.117276;
PARROQUIA PUEBLO DE DIOS - JULIACA;-15.4767743;-70.1244444;
I.E. PEDRO VILCAPAZA;-15.4775102;-70.1276261;
I.E.S.I. PERU BIRF;-15.4792495;-70.1353381;
REVOLUCION;-15.4800672;-70.12664157;
SERVICIOS MEDICOS SAN ANTONIO SPURS;-15.48060446;-70.12155541;
POLICLINICO HOLY ROSE JR;-15.4996879;-70.129653;
"Centro de Atención Integral ""Sumaq kausay""";-15.4996879;-70.129653;
CENTRO DE SALUD MENTAL COMUNITARIO SAN MIGUEL ARCANGEL;-15.4996879;-70.129653;
QUENEQUE;-14.27856586;-69.45041644;
PLAZOLETA MUNICIPAL SANDIA;-14.3221046;-69.4660729;
HOSPITAL SANDIA;-14.32221625;-69.46652328;
CCAPUNA;-14.33991893;-69.45928775;
PUESTO DE SALUD IGUARA;-14.36486509;-69.48697925;
POSTA MEDICA SANDIA - ESSALUD - RED ASISTENCIAL JULIACA;-14.5744102;-69.6303983;
PUNA LAQUEQUE;-14.43649282;-69.60421937;
TAMBO URAL AYLLO -CUYOCUYO;-14.449076;-69.5337086;
CCUMANI HUANCASAYANI;-14.46496328;-69.48540836;
CUYO CUYO;-14.46813606;-69.53652074;
ORIENTAL;-14.57352093;-69.63239566;
SALON COMUNAL LIMBANI;-13.75456001;-69.7469117;
LIMBANI;-14.15178064;-69.69033921;
P.S. LIMBANI;-14.1517906;-69.69035501;
P.S. HUANCASAYANI 3197;-14.18977311;-69.70241674;
HUANCASAYANI;-14.18979667;-69.70237667;
P.S. CHEJANI;-14.24162063;-69.61416353;
C.S. PATAMBUCO 00003191;-14.35922547;-69.61376719;
PATAMBUCO;-14.3592677;-69.61373161;
PUNA AYLLU;-14.378665;-69.67920833;
P.S. PUNA AYLLU 3193;-14.37866549;-69.67919753;
CANU CANU;-14.38261167;-69.68796667;
P.S. CANU CANU 19573;-14.38265628;-69.6879308;
CAPILLA PAMPA;-14.42220823;-69.78439624;
APOROMA;-14.02151667;-69.48434;
PHARA;-14.153905;-69.66383667;
C.S. PHARA 00003194;-14.15391288;-69.66382673;
CHEJANI;-14.24426667;-69.61754167;
CENTRO DE SALUD UNTUCA;-14.42370376;-69.34394133;
QUIACA;-14.42387047;-69.34388658;
PUESTO DE SALUD -QUIACA;-14.4238943;-69.3439856;
UNTUCA;-14.54196216;-69.38018414;
LUCINE;-14.1739;-69.03359;
YANAMAYO;-14.20098091;-69.09526906;
SAN JUAN DEL ORO;-14.21937094;-69.15375588;
COLISEO CERRADO SAN JUAN DEL ORO;-14.2229662;-69.1545414;
INSTITUCION EDUCATIVA -YANAHUAYA;-14.2570044;-69.1718432;
YANAHUAYA;-14.25823798;-69.17172149;
ISILLUMA;-13.960993;-69.37219177;
PAMPA YANAMAYO;-14.00061539;-69.26992816;
P.S. APOROMA 3195;-14.01669104;-69.46669146;
PACAYSUIZO;-14.02177981;-69.1813921;
MASIAPO;-14.09152513;-69.24455098;
COLISEO ABIERTO - MASIAPO;-14.0916574;-69.2449499;
MANCOARI;-14.12189725;-69.27254607;
QUIQUIRA;-14.16146735;-69.28709662;
PUESTO DE SALUD DE PAMPA GRANDE;-13.98668608;-68.97410549;
SAN IGNACIO;-14.04044193;-68.95876758;
PALMERANI;-14.1130648;-69.0473863;
PUTINA PUNCO;-14.11404305;-69.04707494;
CENTRO DE SALUD -PUTINA PUNCO;-14.1141974;-69.0470067;
JANANSAYA;-14.3175114;-69.4678265;
YUNGUYO;-16.2272826;-69.0951434;
ESTABLECIMIENTO DE SALUD ESPIRITU SANTO;-16.2306372;-69.0469564;
ESPIRITU SANTO;-16.23066167;-69.046995;
AYCHUYO;-16.24009167;-69.024615;
ESTABLECIMIENTO DE SALUD AYCHUYO;-16.2401121;-69.0245516;
PLAZA DE ARMAS YUNGUYO;-16.2442963;-69.0926353;
COLISEO CERRADO DE YUNGUYO;-16.2444675;-69.0947851;
CASA DEL MAESTRO;-16.2464397;-69.0912648;
I.E.P. 70245;-16.2469912;-69.0905347;
PLAZA DOS DE MAYO YUNGUYO;-16.2470021;-69.0944978;
YUNGUYO;-16.24715833;-69.090335;
ESTABLECIMIENTO DE SALUD TAPOJE;-16.2529846;-69.0498383;
TAPOJE;-16.25305;-69.049805;
ESTABLECIMIENTO DE SALUD PAJJANA SAN AGUSTIN;-16.2619621;-69.0354289;
PAJJANA SAN AGUSTIN;-16.26196833;-69.03532667;
QUEÑUANI;-16.26570833;-69.15564333;
ESTABLECIMIENTO DE SALUD QUEÑUANI;-16.2666887;-69.1554941;
PICHICHO SANTA ROSA;-16.30200333;-69.06937333;
ESTABLECIMIENTO DE SALUD PICHICHO SANTA ROSA;-16.3020972;-69.0690889;
ESTABLECIMIENTO DE SALUD YANAPATA;-16.3037279;-69.0564599;
YANAPATA;-16.30385167;-69.05647167;
SANQUIRA;-16.32461;-69.05348333;
C.S. SANQUIRA;-16.3248104;-69.0536826;
KCANAMARCA;-16.34408167;-69.03086667;
ESTABLECIMIENTO DE SALUD KCANAMARCA;-16.3441921;-69.0302744;
ESTABLECIMIENTO DE SALUD ANAPIA;-16.3178638;-68.8549232;
ANAPIA;-16.31787667;-68.85483833;
COPANI;-16.39744833;-69.04352333;
ESTABLECIMIENTO DE SALUD COPANI;-16.3998933;-69.0405281;
CUTURAPI;-16.27006833;-69.17913833;
PLAZA DE ARMAS DEL DISTRITO DE CUTURAPI;-16.2701914;-69.1775253;
PLAZA PRINCIPAL CHIMBO - CUTURAPI;-16.283333;-69.183333;
OLLARAYA;-16.22841833;-68.98950667;
INSTITUCION EDUCATIVA SECUNDARIA MIGUEL GRAU OLLARAYA;-16.2297956;-68.9883193;
ESTABLECIMIENTO DE SALUD TINICACHI;-16.2007337;-68.9623841;
TINICACHI;-16.20079667;-68.96238667;
ESTABLECIMIENTO DE SALUD UNICACHI;-16.223896;-68.981094;
UNICACHI;-16.22619;-68.97602167;
SAN JOSE DE ALTO MAYO;-5.69228167;-77.37377167;
IMPERIO DE CACHIYACU;-5.69268599;-77.32512771;
DORADA;-5.75166333;-77.31414667;
RAFAEL BELAUNDE;-5.77632112;-77.23568746;
NUEVA HUANCABAMBA;-5.80509667;-77.118035;
MORROYACU;-5.83055841;-77.0198989;
SHIMPIYACU;-5.84243167;-77.097665;
ATUMPLAYA;-5.85579333;-77.24328833;
I.E. 00479 JUAN CLIMACO VELA REYES;-5.872070659;-76.88664919;
PUEBLO LIBRE;-5.87476;-77.12019333;
LA CONQUISTA;-5.87537212;-77.18419875;
I.E N° 092;-5.8808603;-77.1209861;
CAÑABRAVA;-5.90585;-77.03900667;
BUENOS AIRES;-5.91518;-77.079845;
EL CONDOR;-5.92506725;-76.89924637;
LOS ANGELES;-5.928445;-77.01463333;
QUILLOALLPA;-5.93365642;-76.94277803;
SUGLLAQUIRO;-5.95419654;-76.91412962;
LA FLOR DE LA PRIMAVERA;-5.95680362;-76.8717844;
I.E. 00491 MONSEÑOR MARTIN FULGENCIO ELORZA LAGARISTI;-5.959493211;-76.9305945;
CORDILLERA ANDINA;-5.99050538;-76.88500341;
I.E. GERMAN TEJA VELA;-5.999430899;-76.99650425;
I.E. ANNIE SOPER;-6.016089515;-76.95568681;
